user_id,nome,email,data_ultima_compra,numero_compras,ticket_medio,canal_preferido,status
91,Quezia Pereira,user91@exemplo.com,2025-11-16,12,105.39,push,ativo
92,Olivia Silva,user92@exemplo.com,2025-09-29,19,248.09,email,inativo
93,Quezia Ferreira,user93@exemplo.com,2025-09-28,15,66.47,push,inativo
94,Keila Lima,user94@exemplo.com,2025-09-22,16,248.71,email,inativo
95,Mariana Ferreira,user95@exemplo.com,2025-08-15,20,187.86,push,inativo
96,Olivia Gomes,user96@exemplo.com,2025-10-05,24,38.29,email,inativo
97,Keila Pereira,user97@exemplo.com,2025-08-21,7,169.39,email,inativo
98,Keila Ribeiro,user98@exemplo.com,2025-11-15,12,100.87,email,ativo
99,Gabriel Costa,user99@exemplo.com,2025-09-09,9,214.94,email,inativo
100,Olivia Oliveira,user100@exemplo.com,2025-11-19,8,29.55,email,ativo
101,Helena Costa,user101@exemplo.com,2025-11-14,4,168.4,push,ativo
102,Olivia Oliveira,user102@exemplo.com,2025-09-05,6,128.55,email,inativo
103,Eduardo Pereira,user103@exemplo.com,2025-08-30,5,64.03,email,inativo
104,Carlos Pereira,user104@exemplo.com,2025-11-18,16,51.73,email,ativo
105,Eduardo Pereira,user105@exemplo.com,2025-11-09,17,135.93,email,ativo
106,Sofia Silva,user106@exemplo.com,2025-11-16,25,76.14,email,ativo
107,Sofia Almeida,user107@exemplo.com,2025-11-16,3,124.94,email,ativo
108,Igor Gomes,user108@exemplo.com,2025-09-23,18,66.71,email,inativo
109,Mariana Ferreira,user109@exemplo.com,2025-11-07,3,197.77,whatsapp,inativo
110,Quezia Lima,user110@exemplo.com,2025-10-13,13,94.47,whatsapp,inativo
111,Daniela Silva,user111@exemplo.com,2025-08-18,0,223.35,email,inativo
112,Keila Ribeiro,user112@exemplo.com,2025-09-15,17,153.27,email,inativo
113,Olivia Ferreira,user113@exemplo.com,2025-09-17,24,167.93,push,inativo
114,Keila Almeida,user114@exemplo.com,2025-08-19,8,93.21,push,inativo
115,Rafael Oliveira,user115@exemplo.com,2025-08-30,21,101.29,email,inativo
116,Rafael Almeida,user116@exemplo.com,2025-10-03,24,97.52,email,inativo
117,Rafael Lima,user117@exemplo.com,2025-09-02,20,138.35,push,inativo
118,Mariana Pereira,user118@exemplo.com,2025-09-19,6,195.75,email,inativo
119,Nicolas Lima,user119@exemplo.com,2025-10-05,15,156.15,email,inativo
120,Julia Souza,user120@exemplo.com,2025-11-10,7,228.93,email,ativo
121,Nicolas Souza,user121@exemplo.com,2025-11-30,6,244.53,whatsapp,ativo
122,Ana Costa,user122@exemplo.com,2025-10-14,12,50.47,push,inativo
123,Ana Almeida,user123@exemplo.com,2025-08-12,17,181.14,email,inativo
124,Tiago Pereira,user124@exemplo.com,2025-09-19,25,216.45,email,inativo
125,Olivia Oliveira,user125@exemplo.com,2025-10-24,24,31.29,push,inativo
126,Olivia Costa,user126@exemplo.com,2025-11-04,9,30.49,email,inativo
127,Mariana Lima,user127@exemplo.com,2025-10-17,2,103.56,email,inativo
128,Julia Souza,user128@exemplo.com,2025-10-30,8,205.54,email,inativo
129,Quezia Pereira,user129@exemplo.com,2025-09-08,17,244.93,whatsapp,inativo
130,Olivia Oliveira,user130@exemplo.com,2025-09-15,21,138.9,whatsapp,inativo
131,Nicolas Costa,user131@exemplo.com,2025-10-02,3,42.6,email,inativo
132,Eduardo Almeida,user132@exemplo.com,2025-08-25,17,179.28,email,inativo
133,Tiago Silva,user133@exemplo.com,2025-11-24,9,222.0,email,ativo
134,Mariana Lima,user134@exemplo.com,2025-08-29,4,46.71,email,inativo
135,Julia Pereira,user135@exemplo.com,2025-11-24,2,164.77,email,ativo
136,Rafael Costa,user136@exemplo.com,2025-08-09,22,173.72,push,inativo
137,Leonardo Lima,user137@exemplo.com,2025-09-18,16,180.84,whatsapp,inativo
138,Tiago Ferreira,user138@exemplo.com,2025-11-24,9,202.49,email,ativo
139,Fernanda Oliveira,user139@exemplo.com,2025-09-21,13,112.01,email,inativo
140,Ana Lima,user140@exemplo.com,2025-12-04,5,79.35,email,ativo
141,Bruno Souza,user141@exemplo.com,2025-09-24,18,191.54,push,inativo
142,Ana Lima,user142@exemplo.com,2025-09-22,25,58.98,push,inativo
143,Helena Pereira,user143@exemplo.com,2025-11-16,23,244.73,email,ativo
144,Leonardo Souza,user144@exemplo.com,2025-08-25,16,55.73,email,inativo
145,Tiago Ferreira,user145@exemplo.com,2025-09-21,0,90.26,push,inativo
146,Daniela Costa,user146@exemplo.com,2025-11-26,11,242.06,whatsapp,ativo
147,Fernanda Gomes,user147@exemplo.com,2025-10-26,19,169.88,email,inativo
148,Nicolas Lima,user148@exemplo.com,2025-12-06,17,55.4,email,ativo
149,Quezia Ferreira,user149@exemplo.com,2025-11-09,6,48.16,email,ativo
150,Gabriel Oliveira,user150@exemplo.com,2025-09-12,0,146.73,whatsapp,inativo
151,Fernanda Pereira,user151@exemplo.com,2025-11-17,2,156.14,email,ativo
152,Julia Lima,user152@exemplo.com,2025-11-21,20,119.3,email,ativo
153,Daniela Gomes,user153@exemplo.com,2025-11-21,7,179.83,email,ativo
154,Bruno Costa,user154@exemplo.com,2025-11-18,22,101.25,push,ativo
155,Olivia Souza,user155@exemplo.com,2025-11-26,11,189.48,whatsapp,ativo
156,Quezia Ferreira,user156@exemplo.com,2025-11-15,19,27.14,email,ativo
157,Eduardo Ribeiro,user157@exemplo.com,2025-08-10,12,124.6,email,inativo
158,Julia Souza,user158@exemplo.com,2025-09-30,0,51.81,email,inativo
159,Tiago Oliveira,user159@exemplo.com,2025-08-11,16,159.92,whatsapp,inativo
160,Eduardo Ferreira,user160@exemplo.com,2025-09-04,19,166.96,email,inativo
161,Julia Almeida,user161@exemplo.com,2025-10-09,24,57.32,push,inativo
162,Bruno Silva,user162@exemplo.com,2025-08-26,24,77.68,email,inativo
163,Julia Lima,user163@exemplo.com,2025-11-01,21,201.57,push,inativo
164,Bruno Ribeiro,user164@exemplo.com,2025-11-19,22,223.63,whatsapp,ativo
165,Helena Lima,user165@exemplo.com,2025-09-28,7,126.46,whatsapp,inativo
166,Sofia Ribeiro,user166@exemplo.com,2025-09-02,22,92.72,push,inativo
167,Paulo Gomes,user167@exemplo.com,2025-09-15,2,93.21,email,inativo
168,Keila Silva,user168@exemplo.com,2025-11-02,2,96.06,email,inativo
169,Julia Pereira,user169@exemplo.com,2025-10-28,3,74.58,whatsapp,inativo
170,Nicolas Almeida,user170@exemplo.com,2025-10-10,14,64.48,email,inativo
171,Helena Ferreira,user171@exemplo.com,2025-11-11,4,134.77,email,ativo
172,Helena Pereira,user172@exemplo.com,2025-10-08,3,232.89,email,inativo
173,Carlos Ribeiro,user173@exemplo.com,2025-11-15,25,37.71,email,ativo
174,Ana Silva,user174@exemplo.com,2025-10-20,15,111.34,email,inativo
175,Olivia Almeida,user175@exemplo.com,2025-11-27,15,210.13,push,ativo
176,Olivia Almeida,user176@exemplo.com,2025-11-04,19,160.16,push,inativo
177,Olivia Oliveira,user177@exemplo.com,2025-09-25,2,221.65,email,inativo
178,Igor Almeida,user178@exemplo.com,2025-09-27,24,123.15,email,inativo
179,Paulo Pereira,user179@exemplo.com,2025-09-04,6,209.01,email,inativo
180,Helena Pereira,user180@exemplo.com,2025-11-02,22,46.89,push,inativo
181,Carlos Gomes,user181@exemplo.com,2025-09-25,17,160.75,email,inativo
182,Gabriel Silva,user182@exemplo.com,2025-10-14,19,33.91,email,inativo
183,Igor Silva,user183@exemplo.com,2025-08-18,13,21.85,push,inativo
184,Julia Almeida,user184@exemplo.com,2025-08-20,11,62.67,email,inativo
185,Sofia Ferreira,user185@exemplo.com,2025-11-24,12,219.17,push,ativo
186,Sofia Souza,user186@exemplo.com,2025-11-02,1,47.3,email,inativo
187,Leonardo Lima,user187@exemplo.com,2025-09-13,12,163.78,email,inativo
188,Ana Almeida,user188@exemplo.com,2025-10-02,9,132.77,push,inativo
189,Keila Almeida,user189@exemplo.com,2025-09-03,8,181.61,email,inativo
190,Sofia Silva,user190@exemplo.com,2025-09-17,14,150.82,email,inativo
191,Daniela Pereira,user191@exemplo.com,2025-11-05,24,168.81,email,inativo
192,Tiago Costa,user192@exemplo.com,2025-10-15,15,229.71,email,inativo
193,Rafael Costa,user193@exemplo.com,2025-09-11,15,51.42,email,inativo
194,Quezia Costa,user194@exemplo.com,2025-10-13,25,101.26,push,inativo
195,Sofia Lima,user195@exemplo.com,2025-11-06,14,139.68,whatsapp,inativo
196,Paulo Oliveira,user196@exemplo.com,2025-10-07,22,156.72,email,inativo
197,Ana Costa,user197@exemplo.com,2025-10-30,10,142.43,email,inativo
198,Olivia Pereira,user198@exemplo.com,2025-11-08,9,224.63,email,ativo
199,Fernanda Lima,user199@exemplo.com,2025-10-03,3,115.84,email,inativo
200,Olivia Oliveira,user200@exemplo.com,2025-12-05,24,123.81,email,ativo
201,Eduardo Ribeiro,user201@exemplo.com,2025-08-12,12,185.45,push,inativo
202,Daniela Pereira,user202@exemplo.com,2025-08-11,17,63.77,email,inativo
203,Julia Oliveira,user203@exemplo.com,2025-08-27,3,239.72,push,inativo
204,Bruno Ribeiro,user204@exemplo.com,2025-11-19,25,245.62,push,ativo
205,Julia Silva,user205@exemplo.com,2025-11-30,8,86.88,whatsapp,ativo
206,Sofia Lima,user206@exemplo.com,2025-09-27,22,131.09,email,inativo
207,Olivia Lima,user207@exemplo.com,2025-10-21,8,155.22,push,inativo
208,Quezia Ribeiro,user208@exemplo.com,2025-11-24,14,60.55,push,ativo
209,Fernanda Almeida,user209@exemplo.com,2025-09-03,9,121.46,email,inativo
210,Rafael Costa,user210@exemplo.com,2025-11-29,9,179.91,whatsapp,ativo
211,Keila Oliveira,user211@exemplo.com,2025-11-18,23,232.62,email,ativo
212,Nicolas Costa,user212@exemplo.com,2025-11-26,6,65.45,email,ativo
213,Bruno Oliveira,user213@exemplo.com,2025-11-05,16,81.49,email,inativo
214,Quezia Souza,user214@exemplo.com,2025-11-15,1,111.22,whatsapp,ativo
215,Fernanda Ferreira,user215@exemplo.com,2025-08-21,10,225.13,email,inativo
216,Leonardo Ribeiro,user216@exemplo.com,2025-11-06,0,69.91,whatsapp,inativo
217,Olivia Ferreira,user217@exemplo.com,2025-09-07,9,31.73,email,inativo
218,Mariana Silva,user218@exemplo.com,2025-10-24,18,205.07,email,inativo
219,Keila Gomes,user219@exemplo.com,2025-09-15,12,214.09,email,inativo
220,Quezia Almeida,user220@exemplo.com,2025-10-11,17,211.22,push,inativo
221,Daniela Ribeiro,user221@exemplo.com,2025-10-29,5,75.88,email,inativo
222,Ana Ferreira,user222@exemplo.com,2025-10-15,13,212.56,whatsapp,inativo
223,Rafael Lima,user223@exemplo.com,2025-11-21,23,211.97,whatsapp,ativo
224,Bruno Pereira,user224@exemplo.com,2025-08-31,10,22.56,push,inativo
225,Ana Oliveira,user225@exemplo.com,2025-11-30,5,129.41,push,ativo
226,Olivia Ribeiro,user226@exemplo.com,2025-11-03,6,80.81,whatsapp,inativo
227,Nicolas Almeida,user227@exemplo.com,2025-08-29,21,35.01,email,inativo
228,Daniela Costa,user228@exemplo.com,2025-08-13,16,162.11,push,inativo
229,Bruno Silva,user229@exemplo.com,2025-09-05,18,105.43,email,inativo
230,Helena Gomes,user230@exemplo.com,2025-09-17,22,52.79,push,inativo
231,Rafael Souza,user231@exemplo.com,2025-09-12,21,153.79,email,inativo
232,Tiago Gomes,user232@exemplo.com,2025-09-11,25,57.02,push,inativo
233,Daniela Silva,user233@exemplo.com,2025-10-08,20,67.54,whatsapp,inativo
234,Leonardo Almeida,user234@exemplo.com,2025-09-24,9,31.16,email,inativo
235,Bruno Gomes,user235@exemplo.com,2025-08-16,12,225.12,push,inativo
236,Rafael Silva,user236@exemplo.com,2025-11-15,12,230.17,email,ativo
237,Paulo Pereira,user237@exemplo.com,2025-11-28,15,138.11,email,ativo
238,Daniela Gomes,user238@exemplo.com,2025-10-31,3,151.6,push,inativo
239,Bruno Oliveira,user239@exemplo.com,2025-10-02,24,36.6,email,inativo
240,Nicolas Ribeiro,user240@exemplo.com,2025-08-31,24,35.91,email,inativo
241,Julia Souza,user241@exemplo.com,2025-09-22,0,237.5,push,inativo
242,Tiago Almeida,user242@exemplo.com,2025-10-07,6,65.16,push,inativo
243,Helena Almeida,user243@exemplo.com,2025-08-10,8,100.08,email,inativo
244,Daniela Ribeiro,user244@exemplo.com,2025-10-08,25,73.99,push,inativo
245,Daniela Oliveira,user245@exemplo.com,2025-09-12,12,41.15,push,inativo
246,Tiago Lima,user246@exemplo.com,2025-09-15,5,53.6,email,inativo
247,Carlos Almeida,user247@exemplo.com,2025-09-04,25,152.62,email,inativo
248,Tiago Pereira,user248@exemplo.com,2025-10-19,4,229.74,push,inativo
249,Gabriel Costa,user249@exemplo.com,2025-11-05,0,102.81,email,inativo
250,Tiago Souza,user250@exemplo.com,2025-11-15,24,73.48,whatsapp,ativo
251,Paulo Gomes,user251@exemplo.com,2025-12-07,6,205.6,email,ativo
252,Ana Ferreira,user252@exemplo.com,2025-11-03,0,229.05,whatsapp,inativo
253,Helena Ferreira,user253@exemplo.com,2025-10-11,2,75.11,email,inativo
254,Daniela Ribeiro,user254@exemplo.com,2025-09-09,15,221.45,push,inativo
255,Keila Almeida,user255@exemplo.com,2025-11-06,8,187.9,push,inativo
256,Quezia Ribeiro,user256@exemplo.com,2025-09-04,9,218.89,email,inativo
257,Quezia Costa,user257@exemplo.com,2025-11-24,24,52.21,email,ativo
258,Gabriel Lima,user258@exemplo.com,2025-08-23,22,164.08,email,inativo
259,Quezia Lima,user259@exemplo.com,2025-10-17,1,111.92,email,inativo
260,Daniela Oliveira,user260@exemplo.com,2025-11-22,11,34.33,whatsapp,ativo
261,Quezia Oliveira,user261@exemplo.com,2025-09-20,1,43.06,email,inativo
262,Eduardo Costa,user262@exemplo.com,2025-08-30,11,75.24,email,inativo
263,Keila Lima,user263@exemplo.com,2025-09-08,5,106.1,push,inativo
264,Ana Oliveira,user264@exemplo.com,2025-10-02,5,209.64,push,inativo
265,Ana Lima,user265@exemplo.com,2025-11-19,0,74.63,whatsapp,ativo
266,Leonardo Oliveira,user266@exemplo.com,2025-10-09,19,158.4,email,inativo
267,Eduardo Lima,user267@exemplo.com,2025-10-10,6,184.26,email,inativo
268,Bruno Silva,user268@exemplo.com,2025-09-24,4,146.52,email,inativo
269,Julia Pereira,user269@exemplo.com,2025-08-15,25,80.94,email,inativo
270,Mariana Oliveira,user270@exemplo.com,2025-08-11,19,237.48,whatsapp,inativo
271,Bruno Ribeiro,user271@exemplo.com,2025-10-22,11,184.41,email,inativo
272,Eduardo Souza,user272@exemplo.com,2025-10-29,8,46.57,push,inativo
273,Nicolas Silva,user273@exemplo.com,2025-08-22,0,240.85,push,inativo
274,Tiago Costa,user274@exemplo.com,2025-10-22,8,232.2,whatsapp,inativo
275,Igor Pereira,user275@exemplo.com,2025-10-07,18,57.59,email,inativo
276,Fernanda Almeida,user276@exemplo.com,2025-10-02,15,32.63,email,inativo
277,Paulo Ferreira,user277@exemplo.com,2025-09-01,17,226.54,email,inativo
278,Gabriel Costa,user278@exemplo.com,2025-09-12,17,29.98,email,inativo
279,Ana Costa,user279@exemplo.com,2025-10-07,25,223.06,whatsapp,inativo
280,Quezia Oliveira,user280@exemplo.com,2025-08-11,23,99.91,push,inativo
281,Sofia Lima,user281@exemplo.com,2025-12-07,13,29.23,push,ativo
282,Gabriel Lima,user282@exemplo.com,2025-10-14,22,82.91,email,inativo
283,Eduardo Almeida,user283@exemplo.com,2025-08-21,3,23.69,whatsapp,inativo
284,Igor Silva,user284@exemplo.com,2025-11-14,6,220.48,email,ativo
285,Helena Pereira,user285@exemplo.com,2025-11-13,19,183.33,push,ativo
286,Bruno Ferreira,user286@exemplo.com,2025-10-23,18,212.91,email,inativo
287,Rafael Oliveira,user287@exemplo.com,2025-10-22,4,151.0,email,inativo
288,Mariana Costa,user288@exemplo.com,2025-10-22,14,141.44,email,inativo
289,Bruno Pereira,user289@exemplo.com,2025-09-08,23,169.95,email,inativo
290,Bruno Oliveira,user290@exemplo.com,2025-11-02,10,21.7,email,inativo
291,Ana Pereira,user291@exemplo.com,2025-09-12,25,244.92,whatsapp,inativo
292,Helena Ribeiro,user292@exemplo.com,2025-11-25,21,27.16,email,ativo
293,Carlos Almeida,user293@exemplo.com,2025-09-21,20,94.41,push,inativo
294,Olivia Ribeiro,user294@exemplo.com,2025-12-06,16,198.66,email,ativo
295,Rafael Almeida,user295@exemplo.com,2025-11-06,12,90.04,email,inativo
296,Gabriel Gomes,user296@exemplo.com,2025-11-04,14,230.85,email,inativo
297,Paulo Costa,user297@exemplo.com,2025-09-18,18,71.45,email,inativo
298,Eduardo Oliveira,user298@exemplo.com,2025-11-12,15,108.01,email,ativo
299,Tiago Ribeiro,user299@exemplo.com,2025-10-04,2,123.23,whatsapp,inativo
300,Leonardo Ribeiro,user300@exemplo.com,2025-09-16,6,47.04,email,inativo
301,Paulo Souza,user301@exemplo.com,2025-09-20,14,64.15,email,inativo
302,Fernanda Pereira,user302@exemplo.com,2025-09-12,14,66.32,push,inativo
303,Keila Pereira,user303@exemplo.com,2025-11-20,3,38.74,email,ativo
304,Quezia Gomes,user304@exemplo.com,2025-09-27,18,101.81,email,inativo
305,Igor Souza,user305@exemplo.com,2025-08-24,17,243.75,email,inativo
306,Ana Ferreira,user306@exemplo.com,2025-10-14,25,48.12,push,inativo
307,Rafael Pereira,user307@exemplo.com,2025-11-27,13,138.51,email,ativo
308,Paulo Costa,user308@exemplo.com,2025-11-11,15,114.4,email,ativo
309,Rafael Lima,user309@exemplo.com,2025-11-20,14,77.38,whatsapp,ativo
310,Olivia Silva,user310@exemplo.com,2025-10-18,9,141.73,email,inativo
311,Carlos Ribeiro,user311@exemplo.com,2025-11-07,0,63.8,email,inativo
312,Fernanda Costa,user312@exemplo.com,2025-10-08,23,157.2,email,inativo
313,Quezia Ferreira,user313@exemplo.com,2025-09-28,4,248.51,whatsapp,inativo
314,Eduardo Almeida,user314@exemplo.com,2025-08-13,0,249.13,push,inativo
315,Julia Ribeiro,user315@exemplo.com,2025-09-30,0,44.02,email,inativo
316,Olivia Pereira,user316@exemplo.com,2025-11-14,17,183.9,email,ativo
317,Gabriel Oliveira,user317@exemplo.com,2025-08-16,11,108.45,whatsapp,inativo
318,Julia Costa,user318@exemplo.com,2025-08-19,3,151.49,email,inativo
319,Olivia Souza,user319@exemplo.com,2025-08-10,24,148.75,email,inativo
320,Olivia Silva,user320@exemplo.com,2025-10-30,13,84.24,whatsapp,inativo
321,Nicolas Lima,user321@exemplo.com,2025-09-12,10,245.3,whatsapp,inativo
322,Leonardo Lima,user322@exemplo.com,2025-11-30,19,198.46,push,ativo
323,Olivia Silva,user323@exemplo.com,2025-10-18,6,223.38,push,inativo
324,Quezia Gomes,user324@exemplo.com,2025-08-09,20,74.86,email,inativo
325,Bruno Souza,user325@exemplo.com,2025-10-19,24,203.82,whatsapp,inativo
326,Helena Gomes,user326@exemplo.com,2025-10-07,8,21.56,email,inativo
327,Daniela Almeida,user327@exemplo.com,2025-11-22,25,51.28,email,ativo
328,Carlos Ribeiro,user328@exemplo.com,2025-10-30,12,39.94,email,inativo
329,Igor Silva,user329@exemplo.com,2025-10-09,19,98.09,email,inativo
330,Quezia Pereira,user330@exemplo.com,2025-09-30,20,124.08,email,inativo
331,Bruno Costa,user331@exemplo.com,2025-12-07,20,201.37,email,ativo
332,Bruno Silva,user332@exemplo.com,2025-11-11,3,211.81,push,ativo
333,Rafael Ferreira,user333@exemplo.com,2025-10-28,15,32.18,email,inativo
334,Leonardo Lima,user334@exemplo.com,2025-10-25,20,189.28,whatsapp,inativo
335,Sofia Oliveira,user335@exemplo.com,2025-10-04,18,114.63,push,inativo
336,Gabriel Oliveira,user336@exemplo.com,2025-09-25,7,213.7,whatsapp,inativo
337,Helena Silva,user337@exemplo.com,2025-10-06,25,108.71,push,inativo
338,Mariana Almeida,user338@exemplo.com,2025-09-17,20,190.23,email,inativo
339,Daniela Lima,user339@exemplo.com,2025-08-28,17,106.69,email,inativo
340,Julia Costa,user340@exemplo.com,2025-11-22,16,188.61,whatsapp,ativo
341,Helena Gomes,user341@exemplo.com,2025-09-15,4,66.51,email,inativo
342,Tiago Ferreira,user342@exemplo.com,2025-08-25,11,232.51,email,inativo
